text,script
ram ram ji ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ji ram ji jai shree ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ji jai shree ram ram ram ram ramram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram,Roman Punjabi
ਸਾਡਾ ਬਿੰਦਰਖੀਆ,Gurmukhi
ਸਤੰਬਰ pm...,Gurmukhi
es modal da name kee aa ji,Roman Punjabi
es model kudi dah haje tak viyah nayi hoya koi veer ban k vachola paijo koi mera viyah karwahdo es kudi naal pura lakh milega cash vachole nu,Roman Punjabi
sep ਮੈਂ ਕੌਣ ਕੌਣ ਦੇਖ ਰਿਹਾ ਜਦ ਅਸੀਂ ਜਿਆਦਾ ਲਾਇਕ ਕਰੇ ਔ ਕਮੈਟ ਕਰੇ ਹਮੇਂ ਵੀ ਪਤਾ ਲੱਗੇ ਕਿ ਕਿਤਨੇ ਲੋਗ ਔਰ ਦੇਖ ਰਹੇ,Gurmukhi
ਇੱਕ ਗਾਣਾ ਹੁੰਦੈ.. ਇੱਕ ਗੀਤ... ਗਾਣੇ ਦੀ ਉਮਰ ਛੋਟੀ ਹੁੰਦੀ ਹੈ... ਤੇ ਗੀਤ ਸਦਾਬਹਾਰ.. ਤੇ ਸਾਡੇ ਆਲ਼ਾ ਗਾਣੇ ਨਹੀਂ... ਗੀਤ ਗਾਉਂਦਾ ਆ rip surjit bindrakhia,Gurmukhi
aug nu sun de hoye,Roman Punjabi
legend surjit ji bahut jaldi alvida keh diya,Roman Punjabi
kitne hun fer debi de kalam manmohan waris ki awaaz dobara sunane mil jaaye,Roman Punjabi
bahut time baad sunea eaho ja song pehlan manmohan waris da song ayea c ajja bhabi jhoot la peenj hulare leandi oh hi tarz lagdi aw salute bai,Roman Punjabi
ਲੰਡੂ song,Gurmukhi
ਬਹੁਤ ਸੋਹਣਾ ਵੀਰੇ ਜਦੋਂ ਦਾ ਸੁਣਿਆ ਓਦੋਂ ਦਾ ਬਾਰ ਬਾਰ ਲਗਾ ਕੇ ਸੁਣ ਰਿਹਾ ਸੱਚੀ ਸਵਾਦ ਲਿਅਤਾ ਤੁਸੀ,Gurmukhi
ਬਹੁਤ ਸੋਹਣਾ ਸੋਂਗ ਆ ਜੀ,Gurmukhi
ਵਾਰ ਵਾਰ ਸੁਣੀ ਜਾ ਰਿਹਾ ਹਾਂ,Gurmukhi
ਬਹੁਤ ਹੀ ਵਧੀਆ ਖਾਣਾ ਬਾਈ ਜੀ,Gurmukhi
pbਮੋਹਾਲੀ ਚੰਡੀਗੜ੍ਹ ਕੁਰਾਲੀ ਕੌਣਕੌਣ ਆ ਮੇਰਾ ਵੀਰ ਲਾਈਕ ਕਰਕੇ ਦੱਸੋ,Gurmukhi
ਰੂਹ ਨੂੰ ਸਕੂਨ ਮਿਲਦਾ,Gurmukhi
bahut ghaint gana,Roman Punjabi
sada pind wala wadala granthian,Roman Punjabi
ਕੌਣ ਕੌਣ ਰੀਪੀਟ ਤੇ ਸੁਣ ਰਿਹਾ like kru,Gurmukhi
ਵੱਡਾ ਹੋਣੇ ਚਾਹੀਦੇ ਸੀ ਗੀਤ ਦੇ ਰੰਗ,Gurmukhi
ਸੋਹਣਾ ਗੀਤ ਸੋਹਣੀ ਨਾਰ ਸੋਹਣੀ ਆਵਾਜ਼ ਸੋਹਣੀ ਗੀਤਕਾਰੀ ਸੋਹਣਾ ਮਿਊਜ਼ਿਕ,Gurmukhi
ਜਦੋ ਦਾ ਗੀਤ ਸੁਣਿਆ ਰਿਪੀਟ ਤੇ ਚੱਲੀ ਜਾਂਦਾ ਜਿਨੀ ਮਰਜੀ ਵਾਰ ਸੁਣ ਲਵੋ ਵਾਰ ਵਾਰ ਸੁਨਣ ਨੂੰ ਦਿਲ ਕਰਦਾ ਫਿਰ ਵੀ ਬਹੁਤ ਹੀ ਸੋਹਣਾ ਗੀਤ ਆ,Gurmukhi
ਆ ਜਾ ਭਾਬੀ ਝੂਟ ਲਾ ਪੀਘ ਹੁਲਾਰੇ ਲੈਦੀ ਕੰਪੋਜੀਸ਼ਨ ਆ,Gurmukhi
ਕਿਸੇ ਨੂੰ ਸਾਰੀ ਜ਼ਿੰਦਗੀ ਹੀ ਆਪਣੇ ਆਪ,Gurmukhi
sara din ਚਲਦਾ,Gurmukhi
ਬਾਈ ਰਣਜੀਤ ਬਾਵਾ ਵੈਰੀ ਨਾਈਸ ਸਾਰੇ ਹੀ ਜਾਣੇ ਤੁਹਾਡੇ ਬਹੁਤ ਸੋਹਣੇ ਹੁੰਦੇ ਆ ਬੜੀ ਖੁਸ਼ੀ ਹੁੰਦੀ ਹੈ ਇਹੋ ਜਿਹੇ ਗਾਣੇ ਸੁਣ ਕੇ ਲਵ ਯੂ,Gurmukhi
ਵੇ ਤੂੰ ਭੇਤੀ ਸਾਰੇ ਰੂਟਾ ਦਾ ਲਾਈਨ ਸੀਰਾ,Gurmukhi
bhot vadiy song aa bawa ji love you bawa ji,Roman Punjabi
ਸਿਰਾ ਕਰਾਇਆ ਪਿਆ ਬਾਈ,Gurmukhi
ਕਮਾਲ ਧਮਾਲ ਬੇਮਿਸਾਲ,Gurmukhi
ਬਾਈ ਗਾਣਾ ਵਧੀਆ ਪਰ ਕੁੜੀਆ ਦੇ ਗਾਉਣ ਵਾਲਾ ਗਾਣਾ ਸੀ ਇਹ,Gurmukhi
bhaut shona song veer dil hi lutt k le gya,Roman Punjabi
bai gana v bhut sona a te view de namber aaye chalde jive patrol pump de chalde hunde,Roman Punjabi
ਜਦੋਂ ਦਾ ਸੁਣਿਆ ਓਦੋਂ ਦਾ ਹੀ ਰੀਪੀਟ ਤੇ ਚੱਲੀ ਜਾਂਦਾ ਇੱਕ ਕੈਂਠਾ ਬਹੁਤ ਸੋਹਣਾ ਪਾਇਆ ਆ ਪੰਜਾਬ ਵਾਲਾ ਘੈਂਟ ਗੱਲ ਬਾਤ,Gurmukhi
sara kch sahi ae bs cameraman nu chadd ke... video bht tez chal ri aa acc to song.. kudi ne enhe vdia step kade... camera man ne sahi ni capture kare,Roman Punjabi
sira hi lata bai ji baar baar sunan nu dil kari janda,Roman Punjabi
bhaoo end jatta. khich ke rakh kam.. mahje wale bhau,Roman Punjabi
sura de badsah jnab sardool sikander ji mis you shyd nalo mithi awaj sardool sikander ji,Roman Punjabi
bhut sohna songh ji,Roman Punjabi
ਸਾਰਾ ਦਿਨ ਹੀ ਚੱਲੀ ਜਾਂਦਾ ਇਹ ਤਾਂ ਸਿਰਾਂ ਹੀ ਲਾਉਂਦਾ ਬਵਾ ਬਾਈ ਵੀ,Gurmukhi
ਮਿਊਜਿਕ ਨੀ ਆਜਾ ਭਾਬੀ ਝੂਠ ਲੈ ਪਿੰਗ ਹੁਲਾਰੇ ਲੈਂਦੀ,Gurmukhi
bahot sohna geet,Roman Punjabi
ਅੱਜ ਵੀ ਕਬੂਤਰੀ ਛੱਤਰੀ ਤੇ ਬੇਹਦੀਂ ਆ,Gurmukhi
ਬਾਈ ਜੀ ਗੀਤ ਨਿੱਕਾ ਦਿਨ ਵਿਚ ਞਾਰ,Gurmukhi
ਹਰੇਕ ਵਾਰ ਦਿਲ ਜਿੱਤ ਲੈਨੇ ਓ ਬਾਵਾ ਜੀ,Gurmukhi
hanji veer ji,Roman Punjabi
ਦੇ ਨਾਂ,Gurmukhi
ਬਹੁਤ ਹੀ ਪਿਆਰਾ ਗੀਤ,Gurmukhi
kaint gal bat bai,Roman Punjabi
kudi bht sohni aa,Roman Punjabi
ਪਿੰਡ ਵਡਾਲੇ ਜੰਮਿਆ ਗੱਭਰੂ ਨਾਂ ਜੀਹਦਾ ਰਣਜੀਤ ਗਾਉਂਦਾ ਜਦ ਮਿੱਟੀ ਦਾ ਬਾਵਾ ਸਿਫ਼ਤਾਂ ਕਰਨ ਸ਼ਰੀਕ ਬੱਚਾ ਬੱਚਾ ਫੈਨ ਓਸਦਾ ਐਸੀ ਪਈ ਪ੍ਰੀਤ ਜਿਉਂਦਾ ਰਹੇ ਦੁਆਵਾਂ ਮੰਗਣ ਟੋਨੀ ਦੇ ਸਭ ਗੀਤ,Gurmukhi
ve te bheti sare routan da kite ghumman ni le k janda driver mehkma zindabad,Roman Punjabi
ok report veer p ta he nee kinne vaar sun lea ctu bich chalda gana bai ranjit bawe da song,Roman Punjabi
bahut hi heart touch song a veer,Roman Punjabi
song tn boht sohna aa but afsos kudiya nu hi sobhda baki aaj de time kudiya ch sbr sabd boht chl reha o v jo sirre diyan.. ne,Roman Punjabi
ਮਾਹੀ ਸ਼ਰਮਾ ਤੋਂ ਬਿਨਾਂ ਵੀਡੀਓ ਅਧੂਰਾ ਹੈ,Gurmukhi
ਗੀਤ ਵਧੀਆ ਬਹੁਤ ਸੋਹਣਾ ਗਾਇਆ ਗੀਤ ਦੀ ਤਰਜ ਮਨਮੋਹਨ ਵਾਰਿਸ ਦੇ ਆਜਾ ਭਾਬੀ ਝੂਟ ਲੇ ਵਾਲੀ ਆ,Gurmukhi
bahut ghaint song aur video koka,Roman Punjabi
ਸਾਡੇ ਪਿੰਡ ਦਾ ਮਾਣ ਰਣਜੀਤ ਬਾਵਾ ਵਡਾਲਾ ਗ੍ਰੰਥੀਆਂ,Gurmukhi
balle balle hogi,Roman Punjabi
ਸ਼ਲੂਟ ਆ ਬਾਈ ਰਣਜੀਤ ਬਾਵੇ ਨੂੰ,Gurmukhi
ਬੱਲੇ ਬੱਲੇ ਬਈ ਗਾਡਰ ਆ,Gurmukhi
ਸਿੰਧੂ ਮੂਸੇ ਆ,Gurmukhi
kudi bahli sohni a yrr,Roman Punjabi
rapeet te hi chlda apna ta,Roman Punjabi
ਸਮਝਾਂ ਚ ਨਹੀਂ ਕਾਫ਼ਲੇ ਚ ਆਇਦਾ,Gurmukhi
kudi bali sohni aa,Roman Punjabi
ਲੈ ਦੇ ਸੱਜਣਾ koka,Gurmukhi
bahut sohna song a sada v repeat te chl reha,Roman Punjabi
sada v chlda rpeat te,Roman Punjabi
sukda hi jnda bawa veer,Roman Punjabi
ਬਾਵਾਂ,Gurmukhi
veer bhut jeda sohna song song,Roman Punjabi
ਘੈਂਟ ਆ ਬਾਈ ਪੁਰਾ,Gurmukhi
ayyy kise de party te dance kru eh song te,Roman Punjabi
ਅੱਤ ਕਾਰੋਂਦਾ ਪਿਆ ਭਾਉ,Gurmukhi
ਭਾਉ ਲਵਾਓ ਹਾਜ਼ਰੀ,Gurmukhi
ਬਹੁਤ ਵਧੀਆ ਵੀਰੇ ਦਿਲ ਨੂੰ ਛੂਹ ਗਿਆ ਗਾਣਾ ਬਹੁਤ ਰੋਈ ਮੈਂ ਸੁਣ ਕੇ ਕਿਉਂਕੇ ਜਿਹੜੇ ਇਸ ਦੁਨੀਆਂ ਛੱਡ ਕੇ ਗਏ ੳਹਨਾ ਨਾਲ ਮੁਲਾਕਾਤ ਕਿਹੜਾ ਸੋਖੀ ਹੋਣੀ ਐ,Gurmukhi
wah kya bat hai maja aagya,Roman Punjabi
att ha pura eh song,Roman Punjabi
ਸਿਰਾ song aa yrrr,Gurmukhi
repeat ਵਾਲੇ ਆਜੋ italy,Gurmukhi
ghaint song repeat te chlda,Roman Punjabi
aaj kl mere ta repeat te chal riha eh song,Roman Punjabi
bhutt sona aa song aa vr g ...,Roman Punjabi
whjwkwo,Unknown
svbwjwo,Unknown
lc de wargasi jussa jatt da,Roman Punjabi
ਵੱਟ ਦਾ ਫੱਕ ਮੈਨ,Gurmukhi
ਡੀਪ ਐਸ,Gurmukhi
ਵਾਓ ਯਾਰ ਨਿਗਾ,Gurmukhi
jatt jaro patt da barote naal da,Roman Punjabi
ਅੰਬੋ ਜਸਵੰਤੀ ਆਲੇ ਪੋਤੇ ਨਾਲ ਦਾ,Gurmukhi
ਤੇਰੇ ਹੁਸਨ ਦੀ ਨ੍ਹੇਰੀ ਨੇ ਪੱਟ ਤਾ ਸਿੱਧੂ ਝੋਟਾ ਬਰੋਟੇ ਵਰਗਾ,Gurmukhi
ਵਟਸ ਅੱਪ ਨਿਗਾ,Gurmukhi
ਐਸ,Gurmukhi
ਬਾਗੀ,Gurmukhi
bs hun .m comment hone di wait aa,Roman Punjabi
ਉੱਚਾ ਕਿਰਦਾਰ ਸੀਗਾ ਕੋਠੇ ਵਰਗਾ,Gurmukhi
ਕਿਲੇ,Gurmukhi
end gal bat a veer nap ka rakh killi,Roman Punjabi
nice pic har har mahadev bhai hai hai kya hua koi eerr nahi hai to ghar pe hai ji nahin hai na ki kya baat hai na tu suna hai ki hai kya hai hai u u hai to ghar per bhi watch de do aapko bahut bahut ho gaya hai to ghar per bhi watch de do aapko bahut like karte hai game hai na ki kya hai ji ki kya baat hai na ki aap karte hain to aap bhi watch de do aapko bahut like karte ho tab bhi watch de do yusussusuus se to koi bhi nahin aaye the aur sunao kaise ho aap ko bhi watch de do aapko bahut like karte hain to aap bhi watch de do aapko bahut like karte hain to aap bhi watch de do aapko bahut like karte hain to aap bhi watch de do aapko bahut like karte hain to aap bhi watch de do aapko bahut like karte hain to aap bhi watch de m,Roman Punjabi
ਜੇ ਇਸ ਗਾਇਕ ਬਾਰੇ ਖੋਜ ਕੀਤੀ ਜਾਵੇ ਤਾ ਇਹ ਭਈਆ ਨਿਕਲਣਾ ਉਹ ਵੱਖਰੀ ਗੱਲ ਹੈ ਕੇ ਮਾਂ ਪੰਜਾਬਣ ਹੋਵੇਗੀ ਕਈ ਗਾਇਕ ਭਈਆ ਦੀ ਔਲਾਦ ਹਨ ਆਮਿਰ ਜੱਟਾ ਦੇ ਜਵਾਕ ਇਨਾ ਦੇ ਹੀ ਹਨ ਪੈਸੇ ਲਗਾ ਕੇ ਗਾਇਕ ਬਣਾ ਦਿੰਦੇ,Gurmukhi
ਕੋਠੇ ਦੇ ਉੱਪਰੋਂ ਦੀ ਫਲਾਈ ਕਰਕੇ ਆਵਾਂ ਜੇ ਤੂੰ ਬੁਲਾਵੇ ਹਾਣ ਦਿਆ,Gurmukhi
nhi ji mahi ton v vdia kita es ne,Unknown
ਬਹੁਤ ਵਧੀਆ song,Gurmukhi
nice aa kaka ji,Roman Punjabi
ਖਿੱਚ ਦੇ ghaint aa sam shutrana bolda,Mixed
ਵਾ ਜੀ ਵਾ ਬਹੁਤ ਵਧੀਆ,Gurmukhi
mam tusi taan fly karke aa jaana.par saade kol te sycle v haini.,Roman Punjabi
. .oo ਊ,Gurmukhi
bahut hi badhiya dikhaya ji is gaane vich,Roman Punjabi
gagan aj tk enna dil to likhya hoya comment kise da nhi aya tusi tan jwa hi sira kra dita,Roman Punjabi
ਮੈਂ ਆਲੂ ਪੱਟਦਾ ਹਾਣੀਏ ਦੀਆਂ ਦਿਹਾੜੀ ਲਾਵਾਂ ਨਾਲ ਨਰੇਗਾ ਜਾਵਾਂ,Gurmukhi
ਬੁਰੇ ਸਮੇਂ ਵਿੱਚ ਸੱਬੇ ਨੂੰ ਕਿਸੇ ਨੇ ਪਿਆਰ ਨਹੀਂ ਕੀਤਾ ਹੋਵੇਗਾ ਪਰ ਸਮਾਂ ਬਦਲਣ ਪਰ ਬਹੁਤ ਜ਼ਿਆਦਾ ਲੜਕੀਆਂ ਤੇ ਲੜਕੇ ਸੱਬੇ ਪਰ ਮਰਦੇ ਹੋਣਗੇ l,Gurmukhi
ਆਹ ਰੇਤੇ ਬਜਰੀ ਕਮੈਂਟ ਵਾਲਾ ਬਾਈ ਵਹਿਲਾ ਹੀ ਹੈ,Gurmukhi
love from india jharkhand sahsreya kaal sare punjab te bhai nu,Roman Punjabi
ਤੋ ਇਹ ਇੱਕ ਗਰੀਬ ਮੁੰਡਾ ਸੀ ਇਹ ਭਾਈ ਨੂੰ ਆਪਾਂ ਨੇ ਬਹੁਤ ਸਪੋਰਟ ਕਰਨਾ ਆਪਦੇ ਵਧਾਣਾ ਬਹੁਤ ਵਧੀਆ ਗੀਤ ਇਹਨਾਂ ਦਾ ਸ਼ੇਅਰ ਕਰੋ ਲਾਈਕ ਕਰੋ,Gurmukhi
ਗੀਤ ਸੂਰਜ ਕੇ ਅੱਛਾ ਲਾਗਾ ਜਾਂ ਤੋਹ ਜਾਂ ਪ੍ਰਾਂਜਲ ਕੋ ਦੇਖ ਕੇ ਭੀ ਐਸੇ ਹੀ ਗੀਤ ਬਨਾਓ ਅੱਛਾ ਲਗੇਗਾ,Gurmukhi
ਬਹੁਤ ਵਦੀਆ,Gurmukhi
ਕੋਨ ਕੋਨ ਇੰਸਟਾਗ੍ਰਾਮ ਪ੍ਰਤੀ ਰੀਲ ਦੇਖ ਕਰ ਆਇਆ ਹੈ,Gurmukhi
lyrics bahut bdiya bhai ji de puri gal baat aa,Roman Punjabi
ya song kes kes ka favorite ha hazre lag wa o,Roman Punjabi
ਇੰ ਬਿੱਗ ਫਾਂ ਮੈਂ,Gurmukhi
waheguru veer ji and sister ji nu lambi umar baksha,Roman Punjabi
ਵਾਹ ਭਾਈ ਕੀ ਗੀਤ ਹੈ,Gurmukhi
ਅੱਤ ਕਰਾਤੀ ਬਾਈ ਗਾਣਾ ਨੇ,Gurmukhi
ਇਹ ਮੁਕਤਸਰ ਵਾਲਿਆਂ ਦੇ ਆਉਣ ਦਾ ਸੰਕੇਤ ਆ ਆਉਣ ਵਾਲ਼ੇ ਟਾਈਮ ਚ,Gurmukhi
bahut vadiya gana ji super,Roman Punjabi
ਸੁਪਰ ਹਿੱਟ ਸੋਂਗ ਭਾਈ ਜਾਨ,Gurmukhi
veer att karai chal,Roman Punjabi
ਬਹੋਤ ਹੀ ਬਧੀਆ ਗੀਤ ਭਾਈ,Gurmukhi
jatt de naal khari,Roman Punjabi
bahut vadia awaz baimai ta kaler kanth samj ke song sunan lagia c.bhai teri awaaz v bahut vadia hai.god bless you,Roman Punjabi
bhai apne uty vi dehan de song axha wa,Roman Punjabi
ਮੈਨੂੰ ਮਾਨ ਆ ਮੇੈ ਮਜਬੀ ਸਿੱਖ ਆ,Gurmukhi
maza hi agya dekha ke,Roman Punjabi
ਫੁੱਲ ਸਪੋਟ ਆ ਜੀ,Gurmukhi
waheguru mhr kre sbe te,Roman Punjabi
ਇਸੇ ਤਰਾ ਤਰੱਕੀ ਬਖਸੀਸਾ ਕਰੇ ਵੀਰ ਨੂੰ,Gurmukhi
haan itne hi god gifted wings hain,Roman Punjabi
ਰੱਬ ਵੀਰ ਨੂੰ ਹੋਰ ਤੱਰਕੀ ਦੇਵੇ,Gurmukhi
ਮੁੰਡੇ ਦੀ ਕਲਾ ਦੇਖੋ ਜਾਤ ਨਾ ਦੇਖੋ ਦਵਾਵਾਂ ਦਿਓ ਆਗੇ ਵਧੇ,Gurmukhi
very nice song ਇਹ ਗੀਤ ਹਰ ਪੈਲਿਸ ਹਰ ਸ਼ਾਦੀਵਿਆਹ ਤੇ ਬਹੁਤ ਧੂਮਾ ਪਾ ਰਿਹਾ ਹੈ super super hit song god bless you,Gurmukhi
bhot shona geet a bhai sabba da bhai nu har khushi rabb deve,Roman Punjabi
waheguru ji gaye se aaj guru ghar sab te mehar kare sab no guru nanak dev deya sab no mobarka ji,Roman Punjabi
gana sohna food koi khas ni,Roman Punjabi
o thuadiii tapu tupu reh gya oh v likh do,Roman Punjabi
ਬਹੁਤ ਵਧੀਆ ਹੈਗਾ,Gurmukhi
ay song mere dil nu bahut changa laggya my wish this song reached one million likes,Roman Punjabi
bas kar khoti,Roman Punjabi
talaq ke baad yahi hota hai,Roman Punjabi
haye juliet tera mumma bda ghaint nii,Roman Punjabi
main thonu sal to dekh rahe hain main sal da ho gaya tusi haji vi sal de lag de ho,Roman Punjabi
bass karo ab madam budde ho re ho me ka hu or apko bachpan se dekh ra hu by the way good actor,Roman Punjabi
ਲੋਂਡੀ,Gurmukhi
aunty ji hun ta niche b white ho gye hone,Roman Punjabi
haye juliet munde bigde jaande ni,Roman Punjabi
ehne v vikhaune shuru krte koi punjabi actress eda krdi ta bura jeha lgda,Roman Punjabi
bas karo mam ji time kise da sath nahi denda,Roman Punjabi
inhey mai pichley saal sey dekh rha hun. same vaisey hi dikhti hain,Roman Punjabi
ਸ਼ੋਟੇ ਹੁੰਦੇ ਦੇਖ ਰਾਹੇ ਹਾ ਆ ਨਹੀਂ ਬੂਢੀ ਹੋਇ ਅਸੀ ਦੇਖ ਦੇਖ ho ਗਏ ਬੂੰਢੇ,Gurmukhi
haye pooja ji eda kahnu krde aa,Roman Punjabi
kitne mast mote mote do do nain,Roman Punjabi
ankhe khuli ho ya ho bnd di dar unka hota hai,Roman Punjabi
ਕਿਓਂ ਆਵਦੀ ਕਦਰ ਘਟਾਓਨੇ ਓਂ ਭਾਈ,Gurmukhi
eh gym da kamal a kao join gym then tusi vi fitt ho jana,Roman Punjabi
isko ageing nhi ho rhi kya apan budhe ho gye isko dekhte dekhte ye vaisi ki vaisi hi hai,Roman Punjabi
ਸਾਲਾ ਅਸੀਂ ਚਿੱਟੇ ਵਾਲ ਕਰਾ ਲੈ ਪਰ ਆ ਸਾਲੀ ਉਦਾ ਈ ਆ,Gurmukhi
gasti aa yy sariya nall turi firdiy aa,Roman Punjabi
haye juliet melons bahut juicy ni,Roman Punjabi
kise kum di ni aa bajwa,Roman Punjabi
ਕੋਡੀ ਨੂੰ laan pawaan ਦੀ ਕਾਲੀ hai,Gurmukhi
ਘੋੜੀ,Gurmukhi
kan ke niche khich ke de,Roman Punjabi
ghodi hogyi h ghodi ban ab ladko ke aage,Roman Punjabi
ghodi hi ta bndi a raat nu,Roman Punjabi
ghode te chad jana ghodi kaim a,Roman Punjabi
ammi singh virk mera sab tou jayada favourite actor h mai jarur ohna nu milna chauna ha acting har hisse ch h ammi virk de sharir ch ..kamal h bhai,Roman Punjabi
ghodi haye ah ni kehna si mood banata,Roman Punjabi
mera bf v haryanvi ghodi bolda mnu saas se kam ni o taane den me,Roman Punjabi
niyani vi te ghodi vi,Roman Punjabi
seema bhen di acting ghaint hundi aa jawa desi,Roman Punjabi
very beautiful ji punjab ludhiana to madam ji please help me madam ji please help me sr maa kay liya hai meri bhanwar hai please help me,Roman Punjabi
daughter in law ke par dekhe the first scene mein,Roman Punjabi
ਆਪ ਜੀ,Gurmukhi
ਸੱਚ ਘੋੜੀ,Gurmukhi
aa tania ghodi di maa asli vich kehndi si beti golia naal laike jao jdo dating te jaana wa,Roman Punjabi
kam kedo ta mout pe jandi aa,Roman Punjabi
ya jf thunder kitnay ka mil raha hay aj kal. mujhay india jana hay. asap.,Roman Punjabi
ਘੌੜੀ,Gurmukhi
tanya de mumme chupne aa,Roman Punjabi
hai ਘੋੜੀ,Gurmukhi
muslman es gnde akhlaaq no apnalende ne pr mnafq ksm de hi honge jere apnange,Roman Punjabi
me jithe v dekh lya te ansaaf fori krdwaga moqa jido milgya,Roman Punjabi
gnde rsmorwaaj jithe masoom insan di tmeez hi naakeeti jaave warning ey muslmana no v te ger muslmanaa no v,Roman Punjabi
ਤਾਨੀਆ ਜੀ ਤੁਸੀ ਸੱਚੀ ਬੁਹਤ ਵਧੀਆ ਹੈ ਜੀ ਤੁਹਾਡਾ ਫ਼ਿਗਰ ਵੀ ਬੁਹਤ ਵਧੀਆ ਹੈ ਜੀ,Gurmukhi
ਸਹੀ ਗੱਲ ਕੀਤੀ ਹੈ ਜੀ ਇਹ ਹੈ ਹੀ ਘੋੜੀ ਹੈ,Gurmukhi
lerkiyo ka picha ni chorte kam,Roman Punjabi
ਸੱਚੀ ਘੋੜੀ ਆ ਇਹ ਘੋੜੀ ਬਣਕੇ ਫੁੱਦੀ ਲੈਵੇ ਇਹਦੀ ਘੋੜੀ ਦੀ,Gurmukhi
ਘੋੜੀ ਕਹਿਣਾ ਜ਼ਰੂਰੀ ਸੀ dialogue ਤਾਂ ਸਹੀ ਫਿਲਮਾਇਆ ਕਰੋ ਸੋਚ ਨੂੰ ਉੱਪਰ ਚੁੱਕਣ ਦੀ ਜਗਾ ਨਿਵਾਣ ਵਲ ਨਾ ਖੜੋ ਨਿਵਾਣ ਤਾਂ ਪਹਿਲਾਂ ਹੀ ਮਨ ਵਿਚ ਬਹੁਤ ਹੁੰਦੀ ਹੈ,Gurmukhi
ਪੂਰੀ ਸਿਰੇ ਦੀ ਘੋੜੀ ਆ ਦੋ ਲੱਤਾਂ ਵਾਲੀ,Gurmukhi
ਘੋੜੀ ਬਣਾਕੇ ਹੀ ਲਵੇ ਇਹਦੀ,Gurmukhi
ਪੈਰ ਵਿੱਚ ਕਾਲਾ ਧਾਗਾ ਕਿਓਂ ਪਾਉਂਦੀਆਂ ਪੰਜਾਬੀ ਕੁੜੀਆਂ,Gurmukhi
ਬੋਲਣ ਤਾਂ ਪਤਾ ਨਹੀਂ ਬੂੜੀਆ ਨੂੰ,Gurmukhi
ਤਾਨੀਆ ਰੂਪੀ ਗਿੱਲ ਫ਼ਿਲਮਾਂ ਦੀ ਜਾਨ ਹਸਮੁੱਖ ਰੋਣਕੀ ਸੁਭਾਅ ਫ਼ਿਲਮਾਂ ਹਿੱਟ ਆਏਨਾ ਬਚਪਨਾ ਤਾ ਚਾਹੀਦਾ ਜ਼ਿੰਦਗੀ ਚ,Gurmukhi
ghodi eh ni ghodi ta kulad pize ali bani c,Roman Punjabi
ਅੰਟੀ ਘੋੜੀ not ਬੋਲਣਾ,Gurmukhi
ਇਹ ਨੂੰ ਘੋੜੀ ਬਣਾ ਲਓ,Gurmukhi
ਆਏ ਓਏ ਰੱਬਾ ਇਹੋ ਜੀ ਨੌਕਰੀ ਘੋੜੀ ਕਿਤੇ ਇੱਕ ਦਿਨ ਸਵਾਰੀ ਕਰਨ ਨੂੰ ਮਿਲ ਜਾਵੇ ਨਾ ਨਜ਼ਾਰਾ ਹੀ ਆ ਜੂ,Gurmukhi
ਘੋੜੀ ah ki kehta aunti ne..,Gurmukhi
yr koi ina vadiya likhke v ni ina song chnga lagda te koi sidha ja song v popular hunda jiwe ki eh song,Roman Punjabi
ਵੀਰੇ ਕੀ ਆਵਾਜ਼ ਆ ਸਿੱਰਾ ਵੀਰੇ ਪੂਰਾ ਸ਼ਕ ਘੁਆਂਡਨ ਤੇ..,Gurmukhi
ਬਹੁਤ ਵਧੀਆ ਗਾਣਾ ਸੀਰਾ ਲਾ ਤੀ,Gurmukhi
ਆਉਣ ਵਾਲਾ ਸਟਾਰ preet. pablo,Gurmukhi
ਸਿਰਾ ਲਤਾ,Gurmukhi
ਵੱਖੀਪਾੜ ਬਾਬਾ ਬਣ ਗਿਆ,Gurmukhi
bahut sohna gana aa bhai,Roman Punjabi
meri patiji . year di onu ehi song pasnd jd me eh song lgalaa phone kho lendi aa,Roman Punjabi
ਸਬਲ ਕੁੱਟ ਮਹਿਕਮਾ,Gurmukhi
ik gana hor banda,Roman Punjabi
bhot soni video ae sadi aman nu layo video veh pgl ae kuti ae,Roman Punjabi
very nice song asi ta song te reel vi pati insta te,Roman Punjabi
awaaz ch hai gal baat munde de,Roman Punjabi
chori kar kade lai rhe c,Roman Punjabi
